,C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT,O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT,L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
179,898,Customer#000000898,"JrvrIEzAre,VJzJCi3SEmib1T2,YVXVvOGxaVZwR",3,13-265-738-4361,8137.24,AUTOMOBILE,s haggle around the special dependencies. slyly regular requests are according to the idly sly ideas! fluffily final,48899,898,F,240474.36,1995-01-19,2-HIGH,Clerk#000000441,0,. carefully bold instructi,48899,1882,12,3,8.00,14271.04,0.07,0.07,A,F,1995-04-06,1995-03-16,1995-04-08,TAKE BACK RETURN,SHIP,leep furiously across the quickly bold cour
180,925,Customer#000000925,jn Razhw70hWtHN4iRBWsf1UmrFUPn36Ni562ex,10,20-753-609-6699,1939.39,AUTOMOBILE,"ironic accounts cajole carefully. even, expre",15301,925,F,69864.88,1994-12-27,4-NOT SPECIFIED,Clerk#000000258,0,regular multipliers are. ironic asymptotes sleep bravely along the unu,15301,191,18,1,16.00,17459.04,0.09,0.02,A,F,1995-03-22,1995-02-03,1995-04-18,TAKE BACK RETURN,AIR,ptotes serve blit
181,925,Customer#000000925,jn Razhw70hWtHN4iRBWsf1UmrFUPn36Ni562ex,10,20-753-609-6699,1939.39,AUTOMOBILE,"ironic accounts cajole carefully. even, expre",15301,925,F,69864.88,1994-12-27,4-NOT SPECIFIED,Clerk#000000258,0,regular multipliers are. ironic asymptotes sleep bravely along the unu,15301,241,23,2,40.00,45649.60,0.09,0.03,R,F,1995-03-16,1995-02-21,1995-03-23,TAKE BACK RETURN,TRUCK,s. carefully bold requests against the qu
182,937,Customer#000000937,usrG6ohdPROyd98c9,23,33-869-990-3946,668.51,AUTOMOBILE,"ickly alongside of the express, express ideas. sly",26049,937,F,51331.76,1995-03-01,2-HIGH,Clerk#000000368,0," express pinto beans. unusual, special theodolites",26049,1938,71,1,4.00,7359.72,0.04,0.08,A,F,1995-03-15,1995-05-05,1995-03-25,DELIVER IN PERSON,MAIL,t dolphins. carefully regular accounts acc
183,937,Customer#000000937,usrG6ohdPROyd98c9,23,33-869-990-3946,668.51,AUTOMOBILE,"ickly alongside of the express, express ideas. sly",26049,937,F,51331.76,1995-03-01,2-HIGH,Clerk#000000368,0," express pinto beans. unusual, special theodolites",26049,850,17,2,24.00,42020.40,0.00,0.04,R,F,1995-05-24,1995-04-19,1995-06-09,TAKE BACK RETURN,RAIL,s against the 
184,937,Customer#000000937,usrG6ohdPROyd98c9,23,33-869-990-3946,668.51,AUTOMOBILE,"ickly alongside of the express, express ideas. sly",59365,937,F,141737.49,1994-12-08,3-MEDIUM,Clerk#000000535,0,"efully against the bold, express excuses. blithely even requests snooz",59365,84,60,3,28.00,27554.24,0.03,0.07,R,F,1995-03-12,1995-02-24,1995-03-28,COLLECT COD,MAIL,c warhorses acr
185,937,Customer#000000937,usrG6ohdPROyd98c9,23,33-869-990-3946,668.51,AUTOMOBILE,"ickly alongside of the express, express ideas. sly",59365,937,F,141737.49,1994-12-08,3-MEDIUM,Clerk#000000535,0,"efully against the bold, express excuses. blithely even requests snooz",59365,87,63,4,13.00,12832.04,0.00,0.05,A,F,1995-03-31,1995-02-20,1995-04-21,TAKE BACK RETURN,TRUCK,quickly final dependencies about the s
186,940,Customer#000000940,"T7ROXBXdajS,vkwy3VuC8wNvA",19,29-958-573-1004,253.59,AUTOMOBILE,ent accounts. slyly even accounts breach across the dolphins. quickly regular pains dazzle carefully. sl,21890,940,F,117331.98,1995-01-25,4-NOT SPECIFIED,Clerk#000000838,0,"unts? regularly idle packages cajole carefully final, ",21890,1708,35,3,4.00,6438.80,0.10,0.06,A,F,1995-05-01,1995-04-19,1995-05-20,DELIVER IN PERSON,RAIL,cuses are furio
187,940,Customer#000000940,"T7ROXBXdajS,vkwy3VuC8wNvA",19,29-958-573-1004,253.59,AUTOMOBILE,ent accounts. slyly even accounts breach across the dolphins. quickly regular pains dazzle carefully. sl,21890,940,F,117331.98,1995-01-25,4-NOT SPECIFIED,Clerk#000000838,0,"unts? regularly idle packages cajole carefully final, ",21890,883,84,4,14.00,24974.32,0.07,0.00,R,F,1995-03-22,1995-04-23,1995-04-04,DELIVER IN PERSON,REG AIR,al instructions after 
188,940,Customer#000000940,"T7ROXBXdajS,vkwy3VuC8wNvA",19,29-958-573-1004,253.59,AUTOMOBILE,ent accounts. slyly even accounts breach across the dolphins. quickly regular pains dazzle carefully. sl,21890,940,F,117331.98,1995-01-25,4-NOT SPECIFIED,Clerk#000000838,0,"unts? regularly idle packages cajole carefully final, ",21890,1562,43,5,5.00,7317.80,0.10,0.01,A,F,1995-04-14,1995-04-06,1995-04-16,COLLECT COD,SHIP,efully unusual pi
189,949,Customer#000000949,tOBbBIfhWM lNI3YxTYH8Or8Ki,2,12-391-316-1861,5340.67,AUTOMOBILE,"pecial, pending dolphins. slyly final ideas boost quickly. carefull",14470,949,F,140145.86,1995-01-25,3-MEDIUM,Clerk#000000018,0, asymptotes cajole carefully final a,14470,559,20,1,28.00,40867.40,0.10,0.06,R,F,1995-05-06,1995-03-26,1995-05-14,TAKE BACK RETURN,TRUCK,slyly express requests lose. bold pac
190,949,Customer#000000949,tOBbBIfhWM lNI3YxTYH8Or8Ki,2,12-391-316-1861,5340.67,AUTOMOBILE,"pecial, pending dolphins. slyly final ideas boost quickly. carefull",14470,949,F,140145.86,1995-01-25,3-MEDIUM,Clerk#000000018,0, asymptotes cajole carefully final a,14470,971,72,3,20.00,37439.40,0.00,0.07,R,F,1995-05-04,1995-03-11,1995-05-19,DELIVER IN PERSON,MAIL,arefully even ideas. fin
191,949,Customer#000000949,tOBbBIfhWM lNI3YxTYH8Or8Ki,2,12-391-316-1861,5340.67,AUTOMOBILE,"pecial, pending dolphins. slyly final ideas boost quickly. carefull",14470,949,F,140145.86,1995-01-25,3-MEDIUM,Clerk#000000018,0, asymptotes cajole carefully final a,14470,990,25,4,1.00,1890.99,0.01,0.00,R,F,1995-04-20,1995-03-29,1995-05-05,DELIVER IN PERSON,RAIL,st the bli
192,971,Customer#000000971,z29DUY Utsi6mWKI,1,11-256-718-6928,3914.88,AUTOMOBILE,ular theodolites haggle carefully: f,59652,971,F,69166.54,1995-01-28,3-MEDIUM,Clerk#000000201,0,"its. blithely special accounts would haggle regular, unusual idea",59652,518,79,1,46.00,65251.46,0.00,0.06,R,F,1995-03-13,1995-03-24,1995-04-05,DELIVER IN PERSON,MAIL, slyly special Tiresi
193,1010,Customer#000001010,uasIK CZZ5,5,15-221-463-3776,1652.78,AUTOMOBILE,ing ideas doze carefully accounts. slyly regular theodolites poach. carefully pending de,55075,1010,F,182615.63,1995-02-02,1-URGENT,Clerk#000000677,0,olphins are about the carefully regul,55075,49,25,1,47.00,44604.88,0.02,0.04,A,F,1995-06-01,1995-04-09,1995-06-16,DELIVER IN PERSON,RAIL,al platelets sleep fluffily alongside 
194,1010,Customer#000001010,uasIK CZZ5,5,15-221-463-3776,1652.78,AUTOMOBILE,ing ideas doze carefully accounts. slyly regular theodolites poach. carefully pending de,55075,1010,F,182615.63,1995-02-02,1-URGENT,Clerk#000000677,0,olphins are about the carefully regul,55075,1253,28,3,32.00,36936.00,0.02,0.01,R,F,1995-04-12,1995-03-22,1995-05-09,DELIVER IN PERSON,REG AIR, blithely express requests acro
195,1010,Customer#000001010,uasIK CZZ5,5,15-221-463-3776,1652.78,AUTOMOBILE,ing ideas doze carefully accounts. slyly regular theodolites poach. carefully pending de,55075,1010,F,182615.63,1995-02-02,1-URGENT,Clerk#000000677,0,olphins are about the carefully regul,55075,425,26,4,50.00,66271.00,0.06,0.01,A,F,1995-03-21,1995-03-15,1995-03-24,COLLECT COD,AIR,e slyly. ev
196,1016,Customer#000001016,8tzkhPXMFHKgmz,11,21-683-368-2994,2357.54,AUTOMOBILE,ular deposits. special foxes solve quickly idly special ideas. never final asymptotes nag. furiously even deposi,18820,1016,F,168451.41,1995-02-12,3-MEDIUM,Clerk#000000329,0,even requests grow carefully quickly ironic deposits. furiously sil,18820,1127,100,1,27.00,27759.24,0.07,0.03,R,F,1995-03-23,1995-04-11,1995-04-05,COLLECT COD,AIR,ily ironic requests. blithely pendin
197,1016,Customer#000001016,8tzkhPXMFHKgmz,11,21-683-368-2994,2357.54,AUTOMOBILE,ular deposits. special foxes solve quickly idly special ideas. never final asymptotes nag. furiously even deposi,18820,1016,F,168451.41,1995-02-12,3-MEDIUM,Clerk#000000329,0,even requests grow carefully quickly ironic deposits. furiously sil,18820,1959,4,2,2.00,3721.90,0.07,0.08,A,F,1995-05-08,1995-04-04,1995-05-18,DELIVER IN PERSON,MAIL,lyly across the blithely express pi
198,1016,Customer#000001016,8tzkhPXMFHKgmz,11,21-683-368-2994,2357.54,AUTOMOBILE,ular deposits. special foxes solve quickly idly special ideas. never final asymptotes nag. furiously even deposi,18820,1016,F,168451.41,1995-02-12,3-MEDIUM,Clerk#000000329,0,even requests grow carefully quickly ironic deposits. furiously sil,18820,1748,49,3,37.00,61040.38,0.00,0.06,R,F,1995-04-07,1995-04-13,1995-04-24,COLLECT COD,SHIP,e quickly bold foxes. packages above the re
199,1016,Customer#000001016,8tzkhPXMFHKgmz,11,21-683-368-2994,2357.54,AUTOMOBILE,ular deposits. special foxes solve quickly idly special ideas. never final asymptotes nag. furiously even deposi,18820,1016,F,168451.41,1995-02-12,3-MEDIUM,Clerk#000000329,0,even requests grow carefully quickly ironic deposits. furiously sil,18820,448,7,4,44.00,59331.36,0.10,0.02,A,F,1995-04-24,1995-04-09,1995-05-13,NONE,TRUCK,r requests are b
200,1016,Customer#000001016,8tzkhPXMFHKgmz,11,21-683-368-2994,2357.54,AUTOMOBILE,ular deposits. special foxes solve quickly idly special ideas. never final asymptotes nag. furiously even deposi,18820,1016,F,168451.41,1995-02-12,3-MEDIUM,Clerk#000000329,0,even requests grow carefully quickly ironic deposits. furiously sil,18820,407,37,5,13.00,16996.20,0.07,0.08,R,F,1995-06-02,1995-03-25,1995-06-03,DELIVER IN PERSON,AIR,about the slyly ironic
201,1099,Customer#000001099,2ZiU64au LN0 GUxY8,1,11-128-186-5241,8990.07,AUTOMOBILE,ckages: blithely ironic theodolites cajole furiously. f,50276,1099,F,89619.62,1995-02-15,4-NOT SPECIFIED,Clerk#000000655,0,. slyly regular pinto beans use furi,50276,1179,52,1,39.00,42126.63,0.07,0.06,R,F,1995-05-16,1995-04-21,1995-06-02,COLLECT COD,MAIL,s requests. regular deposit
202,1099,Customer#000001099,2ZiU64au LN0 GUxY8,1,11-128-186-5241,8990.07,AUTOMOBILE,ckages: blithely ironic theodolites cajole furiously. f,50276,1099,F,89619.62,1995-02-15,4-NOT SPECIFIED,Clerk#000000655,0,. slyly regular pinto beans use furi,50276,1351,90,3,32.00,40075.20,0.04,0.08,A,F,1995-05-21,1995-03-21,1995-05-26,TAKE BACK RETURN,REG AIR,equests are according to the pendin
203,1120,Customer#000001120,UAG90slCmJS7JOP AhlV12tYD3yUiyB1p2hxZ,2,12-938-579-7156,1543.64,AUTOMOBILE,r theodolites boost. slyly final pinto beans sleep blithely unusual accounts. fluffily even multipliers ,15876,1120,F,99656.75,1995-01-25,1-URGENT,Clerk#000000534,0, bold packages. accounts cajole. quickly ironic acc,15876,1649,50,1,44.00,68228.16,0.09,0.03,A,F,1995-03-17,1995-03-29,1995-04-03,COLLECT COD,SHIP, wake against the slyly spe
204,1132,Customer#000001132,6dcMOh60XVGcGYyEP,22,32-953-419-6880,4962.12,AUTOMOBILE,"ges. final, special requests nag carefully carefully bold deposits. ironic requests boost slyly through th",27975,1132,F,97036.00,1995-02-13,3-MEDIUM,Clerk#000000240,0,"ccording to the ironic, silent requests",27975,125,78,1,40.00,41004.80,0.02,0.02,N,F,1995-06-05,1995-04-05,1995-06-25,COLLECT COD,FOB,"al, even instructions"
205,1132,Customer#000001132,6dcMOh60XVGcGYyEP,22,32-953-419-6880,4962.12,AUTOMOBILE,"ges. final, special requests nag carefully carefully bold deposits. ironic requests boost slyly through th",27975,1132,F,97036.00,1995-02-13,3-MEDIUM,Clerk#000000240,0,"ccording to the ironic, silent requests",27975,1173,82,3,44.00,47263.48,0.09,0.01,A,F,1995-04-27,1995-05-04,1995-05-12,DELIVER IN PERSON,REG AIR,posits according 
206,1162,Customer#000001162,b5N12h9D6yJemoVx6OQf0uL,2,12-887-115-9986,3139.71,AUTOMOBILE,refully furious packages. furiously ironic ideas against the carefull,3814,1162,P,222423.89,1995-02-22,5-LOW,Clerk#000000669,0, the furiously pending theodo,3814,1305,20,1,7.00,8444.10,0.02,0.02,R,F,1995-05-01,1995-05-09,1995-05-28,DELIVER IN PERSON,REG AIR,es sleep furiou
207,1162,Customer#000001162,b5N12h9D6yJemoVx6OQf0uL,2,12-887-115-9986,3139.71,AUTOMOBILE,refully furious packages. furiously ironic ideas against the carefull,3814,1162,P,222423.89,1995-02-22,5-LOW,Clerk#000000669,0, the furiously pending theodo,3814,1727,70,2,14.00,22802.08,0.01,0.00,R,F,1995-03-17,1995-05-10,1995-04-16,DELIVER IN PERSON,AIR,"sits along the final, ironic deposit"
208,1162,Customer#000001162,b5N12h9D6yJemoVx6OQf0uL,2,12-887-115-9986,3139.71,AUTOMOBILE,refully furious packages. furiously ironic ideas against the carefull,3814,1162,P,222423.89,1995-02-22,5-LOW,Clerk#000000669,0, the furiously pending theodo,3814,1672,14,3,36.00,56652.12,0.06,0.02,N,O,1995-06-19,1995-04-18,1995-06-28,COLLECT COD,SHIP,beans cajole quickly sl
209,1162,Customer#000001162,b5N12h9D6yJemoVx6OQf0uL,2,12-887-115-9986,3139.71,AUTOMOBILE,refully furious packages. furiously ironic ideas against the carefull,3814,1162,P,222423.89,1995-02-22,5-LOW,Clerk#000000669,0, the furiously pending theodo,3814,1063,34,5,15.00,14460.90,0.03,0.04,N,O,1995-06-23,1995-03-25,1995-07-09,COLLECT COD,SHIP, carefully final deposits haggle slyly
210,1162,Customer#000001162,b5N12h9D6yJemoVx6OQf0uL,2,12-887-115-9986,3139.71,AUTOMOBILE,refully furious packages. furiously ironic ideas against the carefull,3814,1162,P,222423.89,1995-02-22,5-LOW,Clerk#000000669,0, the furiously pending theodo,3814,822,89,6,47.00,80972.54,0.09,0.05,A,F,1995-04-16,1995-04-03,1995-05-14,DELIVER IN PERSON,AIR,nusual requests. bli
211,1162,Customer#000001162,b5N12h9D6yJemoVx6OQf0uL,2,12-887-115-9986,3139.71,AUTOMOBILE,refully furious packages. furiously ironic ideas against the carefull,3814,1162,P,222423.89,1995-02-22,5-LOW,Clerk#000000669,0, the furiously pending theodo,3814,1314,53,7,12.00,14583.72,0.10,0.01,R,F,1995-03-18,1995-04-16,1995-03-20,TAKE BACK RETURN,REG AIR,ages cajole. packages haggle. final
212,1187,Customer#000001187,W1GdUKr3vQMVAZIU,10,20-543-260-5157,-932.96,AUTOMOBILE, blithely unusual theodolites detect doggedly. bold dolphins was blithely. pinto beans use carefully at the furiou,52070,1187,F,37563.53,1994-12-02,4-NOT SPECIFIED,Clerk#000000157,0,en excuses. even pinto beans nag. so,52070,1959,48,2,4.00,7443.80,0.04,0.04,R,F,1995-03-23,1995-01-11,1995-03-24,NONE,AIR,n the carefully silent foxes might are ar
213,1193,Customer#000001193,"gdKqrIp,yaMaQSFerrGGzc6Kpy",8,18-524-487-2547,-17.10,AUTOMOBILE,accounts sleep carefully. regular accounts wake slyly. carefully regular requests along the quickly pend,45350,1193,F,143240.78,1995-01-04,5-LOW,Clerk#000000570,0,he bold accounts are bravely idle pac,45350,499,58,1,24.00,33587.76,0.09,0.04,R,F,1995-03-19,1995-02-03,1995-03-25,TAKE BACK RETURN,TRUCK,"l deposits doubt slyly. ironic, speci"
214,1199,Customer#000001199,sQJZJRAgYrZY0gPo9fJp6KAbY,16,26-367-212-1737,6503.35,AUTOMOBILE,es. quickly slow foxes boost ,35555,1199,P,139003.65,1995-03-05,3-MEDIUM,Clerk#000000147,0,uickly regular foxes. carefully ironic deposits wake slyly agai,35555,433,92,1,9.00,12000.87,0.10,0.08,N,O,1995-06-29,1995-04-08,1995-07-21,NONE,RAIL,bout the carefully bold brai
215,1199,Customer#000001199,sQJZJRAgYrZY0gPo9fJp6KAbY,16,26-367-212-1737,6503.35,AUTOMOBILE,es. quickly slow foxes boost ,35555,1199,P,139003.65,1995-03-05,3-MEDIUM,Clerk#000000147,0,uickly regular foxes. carefully ironic deposits wake slyly agai,35555,922,91,2,17.00,30989.64,0.09,0.05,A,F,1995-04-13,1995-05-22,1995-04-22,NONE,AIR,special ideas wake carefully a
216,1199,Customer#000001199,sQJZJRAgYrZY0gPo9fJp6KAbY,16,26-367-212-1737,6503.35,AUTOMOBILE,es. quickly slow foxes boost ,35555,1199,P,139003.65,1995-03-05,3-MEDIUM,Clerk#000000147,0,uickly regular foxes. carefully ironic deposits wake slyly agai,35555,127,28,3,30.00,30813.60,0.03,0.01,R,F,1995-03-16,1995-05-01,1995-04-13,NONE,AIR,es. pinto beans wake bold
217,1199,Customer#000001199,sQJZJRAgYrZY0gPo9fJp6KAbY,16,26-367-212-1737,6503.35,AUTOMOBILE,es. quickly slow foxes boost ,35555,1199,P,139003.65,1995-03-05,3-MEDIUM,Clerk#000000147,0,uickly regular foxes. carefully ironic deposits wake slyly agai,35555,1938,27,4,38.00,69917.34,0.08,0.05,R,F,1995-03-26,1995-04-10,1995-04-16,TAKE BACK RETURN,RAIL,ven deposits according to the carefully 
218,1207,Customer#000001207,"tDZe2FlIxGjrf9x,n6N1tu0DbWyUkSSu",3,13-572-474-7362,-556.05,AUTOMOBILE,uriously by the slyly regular packages. fluffily final deposits across the quickly express epitaphs us,55808,1207,F,260339.26,1995-02-15,4-NOT SPECIFIED,Clerk#000000384,0, even dolphins wake carefully theodolites. slyly even pinto beans ,55808,1764,49,1,8.00,13326.08,0.06,0.03,A,F,1995-05-10,1995-04-12,1995-05-20,COLLECT COD,REG AIR,jole final deposits. dependencies use
219,1207,Customer#000001207,"tDZe2FlIxGjrf9x,n6N1tu0DbWyUkSSu",3,13-572-474-7362,-556.05,AUTOMOBILE,uriously by the slyly regular packages. fluffily final deposits across the quickly express epitaphs us,55808,1207,F,260339.26,1995-02-15,4-NOT SPECIFIED,Clerk#000000384,0, even dolphins wake carefully theodolites. slyly even pinto beans ,55808,345,74,2,31.00,38605.54,0.06,0.08,R,F,1995-03-23,1995-04-30,1995-04-03,NONE,MAIL,"ular courts. bold, even dolphins are. final"
220,1207,Customer#000001207,"tDZe2FlIxGjrf9x,n6N1tu0DbWyUkSSu",3,13-572-474-7362,-556.05,AUTOMOBILE,uriously by the slyly regular packages. fluffily final deposits across the quickly express epitaphs us,55808,1207,F,260339.26,1995-02-15,4-NOT SPECIFIED,Clerk#000000384,0, even dolphins wake carefully theodolites. slyly even pinto beans ,55808,413,43,3,38.00,49909.58,0.02,0.06,A,F,1995-05-12,1995-04-17,1995-06-03,DELIVER IN PERSON,FOB,ed to nag furiously express packages. qu
221,1207,Customer#000001207,"tDZe2FlIxGjrf9x,n6N1tu0DbWyUkSSu",3,13-572-474-7362,-556.05,AUTOMOBILE,uriously by the slyly regular packages. fluffily final deposits across the quickly express epitaphs us,55808,1207,F,260339.26,1995-02-15,4-NOT SPECIFIED,Clerk#000000384,0, even dolphins wake carefully theodolites. slyly even pinto beans ,55808,1172,81,4,9.00,9658.53,0.05,0.00,A,F,1995-04-04,1995-03-19,1995-04-09,TAKE BACK RETURN,TRUCK,"cross the regular packages. final, pe"
222,1207,Customer#000001207,"tDZe2FlIxGjrf9x,n6N1tu0DbWyUkSSu",3,13-572-474-7362,-556.05,AUTOMOBILE,uriously by the slyly regular packages. fluffily final deposits across the quickly express epitaphs us,55808,1207,F,260339.26,1995-02-15,4-NOT SPECIFIED,Clerk#000000384,0, even dolphins wake carefully theodolites. slyly even pinto beans ,55808,1738,39,5,19.00,31154.87,0.03,0.08,N,F,1995-06-16,1995-04-22,1995-07-15,NONE,MAIL,he regular accounts. carefull
223,1207,Customer#000001207,"tDZe2FlIxGjrf9x,n6N1tu0DbWyUkSSu",3,13-572-474-7362,-556.05,AUTOMOBILE,uriously by the slyly regular packages. fluffily final deposits across the quickly express epitaphs us,55808,1207,F,260339.26,1995-02-15,4-NOT SPECIFIED,Clerk#000000384,0, even dolphins wake carefully theodolites. slyly even pinto beans ,55808,994,29,6,45.00,85274.55,0.10,0.08,R,F,1995-04-12,1995-04-13,1995-04-15,NONE,MAIL,press requests. slyly sile
224,1216,Customer#000001216,CSf1BbFhJhucmvftOwYLQACMEqgXj,3,13-673-633-4561,2155.06,AUTOMOBILE,eposits. slyly ironic dependencies haggle quickly. slyly close orbits above,20486,1216,F,210783.19,1995-03-06,2-HIGH,Clerk#000000162,0, ironic packages sleep besides the instructions. slyly express de,20486,237,65,1,20.00,22744.60,0.01,0.06,R,F,1995-03-22,1995-05-17,1995-04-01,DELIVER IN PERSON,FOB, final ideas. even acc
225,1216,Customer#000001216,CSf1BbFhJhucmvftOwYLQACMEqgXj,3,13-673-633-4561,2155.06,AUTOMOBILE,eposits. slyly ironic dependencies haggle quickly. slyly close orbits above,20486,1216,F,210783.19,1995-03-06,2-HIGH,Clerk#000000162,0, ironic packages sleep besides the instructions. slyly express de,20486,875,9,2,6.00,10655.22,0.01,0.05,A,F,1995-05-01,1995-05-13,1995-05-06,TAKE BACK RETURN,MAIL,ly regular asymptotes engage f
226,1216,Customer#000001216,CSf1BbFhJhucmvftOwYLQACMEqgXj,3,13-673-633-4561,2155.06,AUTOMOBILE,eposits. slyly ironic dependencies haggle quickly. slyly close orbits above,20486,1216,F,210783.19,1995-03-06,2-HIGH,Clerk#000000162,0, ironic packages sleep besides the instructions. slyly express de,20486,69,95,3,29.00,28102.74,0.05,0.01,A,F,1995-03-28,1995-05-03,1995-04-21,TAKE BACK RETURN,TRUCK,re furiously ironic waters.
227,1216,Customer#000001216,CSf1BbFhJhucmvftOwYLQACMEqgXj,3,13-673-633-4561,2155.06,AUTOMOBILE,eposits. slyly ironic dependencies haggle quickly. slyly close orbits above,20486,1216,F,210783.19,1995-03-06,2-HIGH,Clerk#000000162,0, ironic packages sleep besides the instructions. slyly express de,20486,762,95,4,23.00,38243.48,0.07,0.07,A,F,1995-03-27,1995-05-12,1995-04-24,TAKE BACK RETURN,REG AIR,blithely bold deposits sleep s
228,1216,Customer#000001216,CSf1BbFhJhucmvftOwYLQACMEqgXj,3,13-673-633-4561,2155.06,AUTOMOBILE,eposits. slyly ironic dependencies haggle quickly. slyly close orbits above,20486,1216,F,210783.19,1995-03-06,2-HIGH,Clerk#000000162,0, ironic packages sleep besides the instructions. slyly express de,20486,44,20,5,29.00,27377.16,0.03,0.08,A,F,1995-04-30,1995-05-29,1995-05-29,DELIVER IN PERSON,FOB,hes use around the slyly f
229,1216,Customer#000001216,CSf1BbFhJhucmvftOwYLQACMEqgXj,3,13-673-633-4561,2155.06,AUTOMOBILE,eposits. slyly ironic dependencies haggle quickly. slyly close orbits above,20486,1216,F,210783.19,1995-03-06,2-HIGH,Clerk#000000162,0, ironic packages sleep besides the instructions. slyly express de,20486,1863,64,6,48.00,84713.28,0.04,0.01,R,F,1995-03-27,1995-05-02,1995-03-31,COLLECT COD,MAIL, slyly even dugouts. quickly ruthless w
230,1222,Customer#000001222,hn6SzlP4Dq8F89iOXH0tjIgsz0uBCiBM,11,21-709-519-4959,3883.18,AUTOMOBILE,riously special theodolites nag slyly. slyly special ideas sublate quickly across the slyly un,8802,1222,F,108992.67,1995-02-01,3-MEDIUM,Clerk#000000223,0,s pinto beans sleep blith,8802,713,10,1,13.00,20978.23,0.02,0.04,A,F,1995-04-10,1995-03-03,1995-04-26,DELIVER IN PERSON,MAIL,t cajole. quickly ironic package
231,1222,Customer#000001222,hn6SzlP4Dq8F89iOXH0tjIgsz0uBCiBM,11,21-709-519-4959,3883.18,AUTOMOBILE,riously special theodolites nag slyly. slyly special ideas sublate quickly across the slyly un,8802,1222,F,108992.67,1995-02-01,3-MEDIUM,Clerk#000000223,0,s pinto beans sleep blith,8802,483,42,2,14.00,19368.72,0.02,0.02,R,F,1995-03-26,1995-03-18,1995-04-22,NONE,TRUCK,efully special accounts. 
232,1222,Customer#000001222,hn6SzlP4Dq8F89iOXH0tjIgsz0uBCiBM,11,21-709-519-4959,3883.18,AUTOMOBILE,riously special theodolites nag slyly. slyly special ideas sublate quickly across the slyly un,8802,1222,F,108992.67,1995-02-01,3-MEDIUM,Clerk#000000223,0,s pinto beans sleep blith,8802,1308,9,3,22.00,26604.60,0.03,0.08,A,F,1995-03-27,1995-04-04,1995-04-06,TAKE BACK RETURN,RAIL,lar instructions. foxes affix s
233,1222,Customer#000001222,hn6SzlP4Dq8F89iOXH0tjIgsz0uBCiBM,11,21-709-519-4959,3883.18,AUTOMOBILE,riously special theodolites nag slyly. slyly special ideas sublate quickly across the slyly un,8802,1222,F,108992.67,1995-02-01,3-MEDIUM,Clerk#000000223,0,s pinto beans sleep blith,8802,1138,47,4,24.00,24939.12,0.04,0.01,A,F,1995-05-14,1995-04-14,1995-05-26,DELIVER IN PERSON,MAIL,foxes boost slyly 
234,1222,Customer#000001222,hn6SzlP4Dq8F89iOXH0tjIgsz0uBCiBM,11,21-709-519-4959,3883.18,AUTOMOBILE,riously special theodolites nag slyly. slyly special ideas sublate quickly across the slyly un,18244,1222,F,95611.93,1995-02-12,1-URGENT,Clerk#000000254,0, deposits haggle blithely blithely fluffy requests. sometimes,18244,1543,44,1,1.00,1444.54,0.06,0.04,N,F,1995-06-08,1995-04-26,1995-07-03,DELIVER IN PERSON,FOB, express accounts. 
235,1222,Customer#000001222,hn6SzlP4Dq8F89iOXH0tjIgsz0uBCiBM,11,21-709-519-4959,3883.18,AUTOMOBILE,riously special theodolites nag slyly. slyly special ideas sublate quickly across the slyly un,18244,1222,F,95611.93,1995-02-12,1-URGENT,Clerk#000000254,0, deposits haggle blithely blithely fluffy requests. sometimes,18244,1268,80,2,8.00,9354.08,0.00,0.04,N,F,1995-05-28,1995-04-13,1995-06-19,DELIVER IN PERSON,MAIL,counts dazzle among the carefully ir
236,1222,Customer#000001222,hn6SzlP4Dq8F89iOXH0tjIgsz0uBCiBM,11,21-709-519-4959,3883.18,AUTOMOBILE,riously special theodolites nag slyly. slyly special ideas sublate quickly across the slyly un,18244,1222,F,95611.93,1995-02-12,1-URGENT,Clerk#000000254,0, deposits haggle blithely blithely fluffy requests. sometimes,18244,966,69,3,10.00,18669.60,0.08,0.06,A,F,1995-04-16,1995-05-03,1995-04-18,DELIVER IN PERSON,MAIL, sleep above the quickly fluffy fo
237,1222,Customer#000001222,hn6SzlP4Dq8F89iOXH0tjIgsz0uBCiBM,11,21-709-519-4959,3883.18,AUTOMOBILE,riously special theodolites nag slyly. slyly special ideas sublate quickly across the slyly un,18244,1222,F,95611.93,1995-02-12,1-URGENT,Clerk#000000254,0, deposits haggle blithely blithely fluffy requests. sometimes,18244,1773,74,4,6.00,10048.62,0.09,0.03,A,F,1995-04-13,1995-04-04,1995-04-14,DELIVER IN PERSON,TRUCK,l dependencies are slyl
